Cadmium Orange,Quinacridone Red,Ivory Black,Ultramarine Blue
'[1, 0.580392157, 0.196078431, 1]','[0.819607843, 0.121568627, 0.419607843, 1]','[0.168627451, 0.203921569, 0.2, 1]','[0.141176471, 0.282352941, 0.588235294, 1]'
